,GroupID,SessionID,LocationID,record_id,recording,start_time,end_time,latitude,longitude,Traffic,Other,Human,Natural,Pleasant,Eventful,pleasant,chaotic,vibrant,uneventful,calm,annoying,eventful,monotonous,overall,appropriateness,loudness,sss04,sss05,who01,who02,who03,who04,who05,WHO_sum,Age,Gender,occ00___1,occ00___2,occ00___3,occ00___4,occ00___5,occ00___6,occ00_other,edu00,eth00,eth00_other,misc00,misc01,misc03,misc03_other,use00,uni00,res00___1,res00___2,res00___3,res00___4,res00___5,res02,paper,language,Lockdown,FS_M0,FS_nrmse0,FS,FS_5,FS_10,FS_50,FS_90,FS_95,FS_Min,FS_Max,FS_5_FS_95,FS_10_FS_90,FS_Max_FS_Min,LAeq_M0,LAeq_nrmse0,LAeq,LAeq_5,LAeq_10,LAeq_50,LAeq_90,LAeq_95,LAeq_Min,LAeq_Max,LAeq_5_LAeq_95,LAeq_10_LAeq_90,LAeq_Max_LAeq_Min,N_M0,N_nrmse0,N_M1,N_nrmse1,N_M2,N_nrmse2,N_5,N_10,N_50,N_90,N_95,N_Min,N_Max,N_5_N_95,N_10_N_90,N_Max_N_Min,R_M0,R_nrmse0,R,R_5,R_10,R_50,R_90,R_95,R_Min,R_Max,R_5_R_95,R_10_R_90,R_Max_R_Min,S_M0,S_nrmse0,S_M1,S_nrmse1,S_M2,S_nrmse2,S,S_5,S_10,S_50,S_90,S_95,S_Min,S_Max,S_5_S_95,S_10_S_90,S_Max_S_Min,SIL_M0,SIL_nrmse0,SIL_5,SIL_10,SIL_50,SIL_90,SIL_95,SIL_Min,SIL_Max,SIL_5_SIL_95,SIL_10_SIL_90,SIL_Max_SIL_Min,T_M0,T_nrmse0,T_5,T_10,T_50,T_90,T_95,T_Min,T_Max,T_5_T_95,T_10_T_90,SpectralCentroid,MaxFreq,25,31,40,50,63,80,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,10000,12500,16000,20000,PeakSpectralCentroid,PeakMaxFreq,Peak_25,Peak_31,Peak_40,Peak_50,Peak_63,Peak_80,Peak_100,Peak_125,Peak_160,Peak_200,Peak_250,Peak_315,Peak_400,Peak_500,Peak_630,Peak_800,Peak_1000,Peak_1250,Peak_1600,Peak_2000,Peak_2500,Peak_3150,Peak_4000,Peak_5000,Peak_6300,Peak_8000,Peak_10000,Peak_12500,Peak_16000,Peak_20000,I_M0,I_nrmse0,I,I_5,I_10,I_50,I_90,I_95,I_Min,I_Max,I_5_I_95,I_10_I_90,I_Max_I_Min,LCeq_M0,LCeq_nrmse0,LCeq,LCeq_5,LCeq_10,LCeq_50,LCeq_90,LCeq_95,LCeq_Min,LCeq_Max,LCeq_5_LCeq_95,LCeq_10_LCeq_90,LCeq_Max_LCeq_Min,LZeq_M0,LZeq_nrmse0,LZeq,LZeq_5,LZeq_10,LZeq_50,LZeq_90,LZeq_95,LZeq_Min,LZeq_Max,LZeq_5_LZeq_95,LZeq_10_LZeq_90,LZeq_Max_LZeq_Min,THD_M0,THD_nrmse0,THD_5,THD_10,THD_50,THD_90,THD_95,THD_Min,THD_Max,THD_5_THD_95,THD_10_THD_90,THD_Max_THD_Min
10,CT109,CamdenTown1,CamdenTown,558,12-27_9,2019-05-02 12:16,2019-05-02 12:28,,,5,3,4,2,-0.146446609,0.353553391,3,4,2,2,2,3,4,2,2,3,5,3,4,3,2,5,2,2,56,19,2,0,0,0,1,0,0,,3,4,,,,1,,2,3,1,1,0,0,0,,1,English,1,-2.22596776,20.4174815,0.0274,0.0599,0.0435,0.0228,0.0139,0.0134,0.0115,0.0878,0.0465,0.0296,0.0763,-2.593267263,439.5531907,69.75,73.72,72.64,68.76,66,65.71,64.39,76.62,8.01,6.64,12.23,-2.764519913,532817.541,-2.883565715,10.85009861,-1.54773742,456.4394653,30.1,28.4,22.5,19.5,19.1,17.2,38,11,8.9,20.8,-2.338908428,27.68113545,0.0411,0.0679,0.0536,0.0369,0.0291,0.0277,0.0201,0.18,0.0402,0.0245,0.1599,-2.979447549,36.66342039,-3.099294285,17.01657518,-0.767747211,5.079859511,2.11,2.47,2.34,2.08,1.91,1.87,1.73,3.01,0.6,0.43,1.28,-2.629163424,270.2796596,64.72,63.84,60.2,57.81,57.48,56.47,68.11,7.24,6.03,11.64,-3.655157893,10781.42592,0.705,0.586,0.241,0.0779,0.0527,0,1.57,0.6523,0.5081,2394.83,63,67.3,66.82,67.72,68.92,68.94,64.47,65.04,61.9,61.66,60.7,59.68,59.93,62.96,62.48,63.54,62.81,60.46,57.18,55,52.15,50.3,48.59,47.61,42.94,40.89,39.93,38.73,38.18,45.73,29.31,2801.69,25,81.56,79.22,78.35,77.81,78.43,74.74,77.02,72.15,70.17,71.44,69.11,71.19,75.74,75.86,78.34,76.66,73.26,68.43,66.25,64.07,60.05,61.55,59.19,55.85,54.16,54.95,53.58,54.85,73.49,52.91,-1.980466964,20.52840695,0.407,0.57,0.514,0.386,0.322,0.296,0.221,1.02,0.274,0.192,0.799,-2.128222475,13.9469603,76.74,79.64,79.15,76.09,73.73,73.29,71.61,81.16,6.35,5.42,9.55,-2.295852163,132.9666569,80.1,83.72,82.55,79.09,76.23,75.64,74.22,88.13,8.08,6.32,13.91,-0.589602144,3.361227422,3.47,2.64,0.17,-1.93,-2.9,-7.56,6.45,6.37,4.57,14.01
11,CT110,CamdenTown1,CamdenTown,556,12-37_2,2019-05-02 12:38,2019-05-02 12:41,,,3,4,2,3,-0.030330086,-0.012563133,3,1,1,1,3,4,3,2,3,4,3,1,3,3,4,4,3,5,76,22,1,0,0,0,1,0,0,,5,1,,,,2,,1,2,1,1,0,0,0,,1,English,1,-1.913504089,17.57497122,0.0174,0.048,0.032,0.013,0.00728,0.00609,0.00466,0.0648,0.04191,0.02472,0.06014,-2.285003537,29.65988704,68.84,73.77,73.24,66.55,62.16,61.38,59.97,75.38,12.39,11.08,15.41,-2.506709622,9066.121803,-2.588277737,10.63249569,-2.052600666,5730.161101,33.8,32.2,20.4,15.2,14.6,13.2,38.7,19.2,17,25.5,-2.227363949,26.96168289,0.0387,0.0554,0.0499,0.0372,0.0291,0.0272,0.0204,0.0911,0.0282,0.0208,0.0707,-2.907507076,21.92570967,-3.011727839,17.11489178,-1.750471546,5.434138253,2.11,2.78,2.62,2.05,1.76,1.72,1.57,3.26,1.06,0.86,1.69,-2.163104475,12.52013966,66.74,65.88,57.71,53.52,53.01,51.76,68.65,13.73,12.36,16.89,-3.362552109,102.830787,0.51,0.387,0.143,0.0406,0.0258,0,1.01,0.4842,0.3464,2327.91,50,67.38,67.56,68.4,68.75,67.74,65.84,62.28,60.45,59.39,60.93,60.96,61.48,62.61,61.95,61.71,61.54,59.53,57.18,55.32,53.72,51.78,50.82,48.46,44.28,42.93,41.29,40.07,39.43,36.03,27.22,2561.9,25,80.77,79.14,79.74,79.16,78.58,77.79,72.8,70.04,69.28,72.71,71.51,71.43,77.25,74.13,73.96,71.94,72.44,68.11,64.22,69.74,61.77,62.38,59.47,55.54,55.15,52.89,52.54,52.63,51.12,43.18,-3.898379519,29.00452916,0.372,0.491,0.455,0.364,0.299,0.282,0.213,0.723,0.209,0.156,0.51,-2.077374658,12.22180828,76.5,80.56,79.92,74.88,71.19,70.6,68.11,82.81,9.96,8.73,14.7,-2.189364096,36.53769788,80.11,85.7,84.4,77.29,73.29,72.65,70.69,89.86,13.05,11.11,19.17,-0.402029436,3.200176311,3.18,2.44,0.09,-2.75,-3.73,-7.14,4.98,6.91,5.19,12.12
12,CT112,CamdenTown1,CamdenTown,534,12-55_2,2019-05-02 12:29,2019-05-02 12:55,51.539124,-0.142624,5,4,5,1,0.073223305,0.926776695,2,5,5,1,2,2,5,1,2,5,4,4,3,5,4,5,5,5,96,20,2,0,0,0,1,0,0,,2,1,,,,,,1,2,1,1,0,0,0,,0,English,1,-1.86902889,18.60348677,0.0138,0.0287,0.0253,0.0105,0.00535,0.00449,0.0031,0.0436,0.02421,0.01995,0.0405,-1.958678039,11.56800912,69.78,75.34,74.25,66.67,61.97,61.81,61.2,78.66,13.53,12.28,17.46,-2.000906909,58.20112086,-2.016178855,9.144055823,-1.688462412,3894.517319,34.4,32.2,20.8,16.1,15.8,14.4,40.8,18.6,16.1,26.4,-3.37103463,30.88390219,0.0375,0.0553,0.0479,0.0354,0.0277,0.0259,0.0207,0.105,0.0294,0.0202,0.0843,-2.104034213,15.10620383,-2.124603312,15.11672612,-1.407351753,4.693929952,2.08,2.68,2.43,2.04,1.77,1.72,1.51,2.99,0.96,0.66,1.48,-1.854553701,9.624660832,67.05,65.95,58.66,54.3,53.97,52.98,69.21,13.08,11.65,16.23,-2.203422408,13.49927073,0.883,0.679,0.177,0.0233,0.0143,0,1.74,0.8687,0.6557,2210.79,63,68.14,68.41,69.72,71.05,71.38,68.78,67.58,64,62.79,59.83,60.06,60.15,60.25,61.91,63.54,62.91,59.84,58,56.62,53.57,52.05,50.46,48.76,43.81,41.2,40.13,38.14,36.86,33.51,24,2465.99,50,77.25,80.3,82.55,83.45,82.37,80.14,79.95,77.45,77.56,71.98,70.78,70.46,73.15,73.5,80.79,77.42,69.63,70.28,65.99,63.56,65.11,61.63,59.49,56.02,54.66,55.65,53.17,50.64,47.1,40.03,-2.100512253,22.36134487,0.376,0.522,0.469,0.362,0.303,0.282,0.236,0.742,0.24,0.166,0.506,-1.992780728,11.18823492,78.32,82.51,81.01,76.9,74.47,73.93,72.08,84.76,8.58,6.54,12.68,-2.020292537,12.21544024,79.79,83.58,82.07,78.86,76.64,76.13,74.01,86.52,7.45,5.43,12.51,-0.683409976,3.994344243,2.79,1.98,-1.26,-5.46,-6.78,-11,4.75,9.57,7.44,15.75
13,CT112,CamdenTown1,CamdenTown,554,12-55_2,2019-05-02 12:29,2019-05-02 12:55,,,5,4,3,1,-0.396446609,0.5,2,5,3,2,1,3,4,3,2,4,5,3,2,2,2,3,2,3,48,20,2,0,0,0,1,0,0,,2,1,,,,1,,1,2,1,1,0,0,0,,1,English,1,-1.86902889,18.60348677,0.0138,0.0287,0.0253,0.0105,0.00535,0.00449,0.0031,0.0436,0.02421,0.01995,0.0405,-1.958678039,11.56800912,69.78,75.34,74.25,66.67,61.97,61.81,61.2,78.66,13.53,12.28,17.46,-2.000906909,58.20112086,-2.016178855,9.144055823,-1.688462412,3894.517319,34.4,32.2,20.8,16.1,15.8,14.4,40.8,18.6,16.1,26.4,-3.37103463,30.88390219,0.0375,0.0553,0.0479,0.0354,0.0277,0.0259,0.0207,0.105,0.0294,0.0202,0.0843,-2.104034213,15.10620383,-2.124603312,15.11672612,-1.407351753,4.693929952,2.08,2.68,2.43,2.04,1.77,1.72,1.51,2.99,0.96,0.66,1.48,-1.854553701,9.624660832,67.05,65.95,58.66,54.3,53.97,52.98,69.21,13.08,11.65,16.23,-2.203422408,13.49927073,0.883,0.679,0.177,0.0233,0.0143,0,1.74,0.8687,0.6557,2210.79,63,68.14,68.41,69.72,71.05,71.38,68.78,67.58,64,62.79,59.83,60.06,60.15,60.25,61.91,63.54,62.91,59.84,58,56.62,53.57,52.05,50.46,48.76,43.81,41.2,40.13,38.14,36.86,33.51,24,2465.99,50,77.25,80.3,82.55,83.45,82.37,80.14,79.95,77.45,77.56,71.98,70.78,70.46,73.15,73.5,80.79,77.42,69.63,70.28,65.99,63.56,65.11,61.63,59.49,56.02,54.66,55.65,53.17,50.64,47.1,40.03,-2.100512253,22.36134487,0.376,0.522,0.469,0.362,0.303,0.282,0.236,0.742,0.24,0.166,0.506,-1.992780728,11.18823492,78.32,82.51,81.01,76.9,74.47,73.93,72.08,84.76,8.58,6.54,12.68,-2.020292537,12.21544024,79.79,83.58,82.07,78.86,76.64,76.13,74.01,86.52,7.45,5.43,12.51,-0.683409976,3.994344243,2.79,1.98,-1.26,-5.46,-6.78,-11,4.75,9.57,7.44,15.75
14,CT113,CamdenTown1,CamdenTown,535,13-02_3,2019-05-02 12:57,2019-05-02 13:06,51.539124,-0.142624,4,1,3,2,0.219669914,0.323223305,4,2,5,4,2,4,5,2,3,3,3,1,3,5,5,5,5,5,100,49,2,1,0,0,0,0,0,,7,1,,,,,,1,2,1,1,0,0,0,,0,English,1,-1.811427956,20.79077306,0.00597,0.0105,0.00969,0.00502,0.00383,0.00342,0.00333,0.012,0.00708,0.00586,0.00867,-1.936553148,10.09919351,69.2,71.37,70.85,69.26,65.66,64.84,63.47,72.42,6.53,5.19,8.95,-2.4380411,1217.487484,-2.516583932,10.29470135,-1.922441427,945.0785841,30.5,29.6,26.4,20.3,19,16.6,34.2,11.5,9.3,17.6,-2.10393612,26.36932331,0.039,0.0527,0.0486,0.0384,0.0297,0.0277,0.0219,0.0763,0.025,0.0189,0.0544,-2.837953148,17.2473321,-2.924456252,16.45796046,-1.788946378,4.799914415,2.37,3.18,2.88,2.29,1.92,1.87,1.75,4.09,1.31,0.96,2.34,-2.067956697,10.40297032,63.73,63.1,61.17,57.68,56.66,55.45,64.51,7.07,5.42,9.06,-2.45407063,14.73177096,1.18,1.08,0.458,0.0877,0.0483,0,1.52,1.1317,0.9923,2206.16,50,66.12,70.22,74.08,75.84,72.88,71.17,66.35,62.73,63.65,61.56,61.22,62.25,61.41,60.86,62.45,61.38,59.06,58.05,56.25,55.39,52.71,49.48,48.81,43.58,42.8,54.81,39.39,36.21,31.84,21.27,2410.34,50,74.89,78.81,82.52,84.47,81.37,82.85,76.22,69.34,71.01,70.45,69.32,70.81,68.59,69.91,72.75,67.52,66.23,67.51,62.51,62.5,60.02,54.68,56.87,53.28,55.77,69.56,49.79,48.27,40.85,31.33,-1.905888271,19.17972359,0.375,0.578,0.492,0.344,0.28,0.264,0.233,1.18,0.314,0.212,0.947,-1.921604383,9.377994615,80.28,84.32,83.33,78.8,75.66,73.66,72.11,85.83,10.66,7.67,13.72,-1.889491699,9.254519265,81.72,85.85,84.74,80.3,77.01,75.9,73.71,87.3,9.95,7.73,13.59,-0.791313887,4.819673199,3.33,2.46,-1.14,-7.6,-8.98,-11.46,5.7,12.31,10.06,17.16
15,CT113,CamdenTown1,CamdenTown,553,13-02_3,2019-05-02 12:57,2019-05-02 13:06,,,4,3,3,1,0.383883476,0.262563133,4,3,4,3,1,1,2,1,3,3,4,3,3,1,1,3,3,2,40,49,1,1,0,0,0,0,0,,5,1,,,,2,,1,2,1,1,0,0,0,,1,English,1,-1.811427956,20.79077306,0.00597,0.0105,0.00969,0.00502,0.00383,0.00342,0.00333,0.012,0.00708,0.00586,0.00867,-1.936553148,10.09919351,69.2,71.37,70.85,69.26,65.66,64.84,63.47,72.42,6.53,5.19,8.95,-2.4380411,1217.487484,-2.516583932,10.29470135,-1.922441427,945.0785841,30.5,29.6,26.4,20.3,19,16.6,34.2,11.5,9.3,17.6,-2.10393612,26.36932331,0.039,0.0527,0.0486,0.0384,0.0297,0.0277,0.0219,0.0763,0.025,0.0189,0.0544,-2.837953148,17.2473321,-2.924456252,16.45796046,-1.788946378,4.799914415,2.37,3.18,2.88,2.29,1.92,1.87,1.75,4.09,1.31,0.96,2.34,-2.067956697,10.40297032,63.73,63.1,61.17,57.68,56.66,55.45,64.51,7.07,5.42,9.06,-2.45407063,14.73177096,1.18,1.08,0.458,0.0877,0.0483,0,1.52,1.1317,0.9923,2206.16,50,66.12,70.22,74.08,75.84,72.88,71.17,66.35,62.73,63.65,61.56,61.22,62.25,61.41,60.86,62.45,61.38,59.06,58.05,56.25,55.39,52.71,49.48,48.81,43.58,42.8,54.81,39.39,36.21,31.84,21.27,2410.34,50,74.89,78.81,82.52,84.47,81.37,82.85,76.22,69.34,71.01,70.45,69.32,70.81,68.59,69.91,72.75,67.52,66.23,67.51,62.51,62.5,60.02,54.68,56.87,53.28,55.77,69.56,49.79,48.27,40.85,31.33,-1.905888271,19.17972359,0.375,0.578,0.492,0.344,0.28,0.264,0.233,1.18,0.314,0.212,0.947,-1.921604383,9.377994615,80.28,84.32,83.33,78.8,75.66,73.66,72.11,85.83,10.66,7.67,13.72,-1.889491699,9.254519265,81.72,85.85,84.74,80.3,77.01,75.9,73.71,87.3,9.95,7.73,13.59,-0.791313887,4.819673199,3.33,2.46,-1.14,-7.6,-8.98,-11.46,5.7,12.31,10.06,17.16
16,CT114,CamdenTown1,CamdenTown,536,13-04_4,2019-05-02 13:02,2019-05-02 13:07,51.539124,-0.142624,4,3,3,1,-0.176776695,0.780330086,2,4,4,1,1,3,5,2,3,4,3,5,3,3,0,3,0,3,36,42,2,1,0,0,0,0,0,,7,1,,,,,,4,1,1,1,0,0,0,,0,English,1,-2.139322358,22.29108014,0.00938,0.0151,0.0126,0.0092,0.00615,0.00532,0.00477,0.019,0.00978,0.00645,0.01423,-2.271386064,14.32010404,66.04,69.88,68.77,64.58,62.72,62.28,61.59,76.21,7.6,6.05,14.62,-2.536535585,3842.921428,-2.625463151,10.81604458,-1.9072702,1559.262417,25.2,23.3,17.9,16.1,15.7,14.6,33.6,9.5,7.2,19,-2.554120155,28.74004056,0.036,0.0489,0.0457,0.0349,0.0278,0.0261,0.0195,0.0696,0.0228,0.0179,0.0501,-2.606188311,16.49838494,-2.683228517,16.46123558,-1.324331942,5.191427601,1.93,2.28,2.16,1.89,1.76,1.74,1.61,2.78,0.54,0.4,1.17,-2.15055845,11.11776706,62.64,61.04,56.43,54.56,54.02,53.37,65.88,8.62,6.48,12.51,-2.421518245,14.3207936,0.492,0.356,0.117,0.0254,0.0157,0,1.13,0.4763,0.3306,2115.13,40,65.98,66.18,66.25,65.44,65.45,64.41,60.28,59.25,58.27,58.71,57.74,57.5,57.62,59.84,59.38,59.33,56.14,53.45,52.55,50.47,48.62,46.23,45.6,40.49,38.12,36.25,34.65,32.56,28.51,19.28,2509.86,25,78.8,77.45,76.28,76.99,76.38,74.61,68.96,68.72,68.18,66.49,65.67,66.73,65.63,68.06,68.87,77.18,70.26,63.94,63.44,59.37,59.97,55.83,56.6,52.49,52.33,52.44,55.05,50.08,45.63,35.4,-1.983023928,20.49997955,0.393,0.581,0.495,0.365,0.313,0.295,0.256,0.91,0.286,0.182,0.654,-1.959264223,9.742839249,74.14,78.02,77.15,72.6,70.49,70.09,68.8,79.57,7.93,6.66,10.77,-2.188378954,22.60749171,77.41,81.37,80.09,76.06,72.71,72.27,71.03,86.07,9.1,7.38,15.04,-0.524721773,3.649033449,3.74,2.94,0,-3.34,-4.09,-6.62,8.5,7.83,6.28,15.12
17,CT116,CamdenTown1,CamdenTown,538,13-21_6,2019-05-02 13:20,2019-05-02 13:23,51.539124,-0.142624,4,4,2,1,-0.146446609,0.560660172,2,4,3,1,2,2,5,3,3,2,3,5,2,5,3,3,1,5,68,60,1,1,0,0,0,0,0,,5,1,,,Ambulances are far too loud,,,1,2,1,1,0,0,0,,0,English,1,-2.254064517,22.2794541,0.0147,0.0278,0.0222,0.0137,0.00833,0.00784,0.00671,0.0372,0.01996,0.01387,0.03049,-2.103089698,11.15389495,71.36,77.22,74.71,69.36,66.16,65.73,64.81,80.9,11.49,8.55,16.09,-2.500600491,22330.21752,-2.584713938,10.33608144,-2.072553646,8909.881311,40,34.1,24.7,20.1,19.5,17.2,48.7,20.5,14,31.5,-1.967455252,23.9474678,0.0533,0.129,0.0967,0.0414,0.0312,0.0292,0.0216,0.257,0.0998,0.0655,0.2354,-2.144970799,15.36091487,-2.171028324,15.37138664,-1.223915613,4.914326563,2.15,2.56,2.46,2.14,1.86,1.77,1.54,2.95,0.79,0.6,1.41,-1.93810649,9.98291112,68.16,65.89,61.17,57.79,57.34,54.91,71.29,10.82,8.1,16.38,-3.039055525,27.26450579,0.773,0.614,0.199,0.055,0.0379,0,2.29,0.7351,0.559,2256.39,63,61.74,64.74,66.73,68.31,69.27,66.59,63.65,62.51,66.88,63.81,63.99,68.27,67.2,62.84,63.22,63.14,60.73,58.96,58.18,55.53,53.9,49.9,48.17,45.1,42.75,40.79,39.33,37.17,37.63,23.84,2549.99,315,74.41,75.39,75.37,77.4,80.22,77.26,74.32,74.82,82.02,78.2,76.95,83.16,80.56,73.22,73.6,76.22,70.38,69.25,68.83,68.98,67.99,59.48,60.06,58.69,57.05,57.09,55.07,49.14,57.39,40,-2.038436476,21.23732476,0.361,0.527,0.444,0.341,0.283,0.267,0.225,1.03,0.26,0.161,0.805,-2.072169957,11.20395863,77.98,83.51,81.12,76.11,74.07,73.6,71.66,86.08,9.91,7.05,14.42,-2.036022183,11.04383183,78.83,83.76,82.05,77.22,75.28,74.84,73.37,86.17,8.92,6.77,12.8,-0.45269684,3.223448733,4.56,3.8,1.08,-2.03,-3.14,-7,6.88,7.7,5.83,13.88
18,CT116,CamdenTown1,CamdenTown,550,13-21_6,2019-05-02 13:20,2019-05-02 13:23,,,2,1,2,2,-0.396446609,0,3,4,1,4,2,4,4,3,3,4,3,5,3,1,4,3,4,4,64,38,1,1,0,0,0,0,0,,5,4,,,,1,,1,2,1,1,0,0,0,,1,English,1,-2.254064517,22.2794541,0.0147,0.0278,0.0222,0.0137,0.00833,0.00784,0.00671,0.0372,0.01996,0.01387,0.03049,-2.103089698,11.15389495,71.36,77.22,74.71,69.36,66.16,65.73,64.81,80.9,11.49,8.55,16.09,-2.500600491,22330.21752,-2.584713938,10.33608144,-2.072553646,8909.881311,40,34.1,24.7,20.1,19.5,17.2,48.7,20.5,14,31.5,-1.967455252,23.9474678,0.0533,0.129,0.0967,0.0414,0.0312,0.0292,0.0216,0.257,0.0998,0.0655,0.2354,-2.144970799,15.36091487,-2.171028324,15.37138664,-1.223915613,4.914326563,2.15,2.56,2.46,2.14,1.86,1.77,1.54,2.95,0.79,0.6,1.41,-1.93810649,9.98291112,68.16,65.89,61.17,57.79,57.34,54.91,71.29,10.82,8.1,16.38,-3.039055525,27.26450579,0.773,0.614,0.199,0.055,0.0379,0,2.29,0.7351,0.559,2256.39,63,61.74,64.74,66.73,68.31,69.27,66.59,63.65,62.51,66.88,63.81,63.99,68.27,67.2,62.84,63.22,63.14,60.73,58.96,58.18,55.53,53.9,49.9,48.17,45.1,42.75,40.79,39.33,37.17,37.63,23.84,2549.99,315,74.41,75.39,75.37,77.4,80.22,77.26,74.32,74.82,82.02,78.2,76.95,83.16,80.56,73.22,73.6,76.22,70.38,69.25,68.83,68.98,67.99,59.48,60.06,58.69,57.05,57.09,55.07,49.14,57.39,40,-2.038436476,21.23732476,0.361,0.527,0.444,0.341,0.283,0.267,0.225,1.03,0.26,0.161,0.805,-2.072169957,11.20395863,77.98,83.51,81.12,76.11,74.07,73.6,71.66,86.08,9.91,7.05,14.42,-2.036022183,11.04383183,78.83,83.76,82.05,77.22,75.28,74.84,73.37,86.17,8.92,6.77,12.8,-0.45269684,3.223448733,4.56,3.8,1.08,-2.03,-3.14,-7,6.88,7.7,5.83,13.88
19,CT117,CamdenTown1,CamdenTown,539,13-22_7,2019-05-02 13:09,2019-05-02 13:24,51.539124,-0.142624,4,4,3,2,0,0.542893219,2,4,4,3,1,2,4,1,4,4,4,1,4,4,4,4,4,5,84,21,2,0,0,0,1,0,0,,5,2,,,Lively,,,4,2,1,1,0,0,0,,0,English,1,-1.988591192,19.91821426,0.0129,0.0341,0.0275,0.0103,0.00517,0.00388,0.00318,0.0375,0.03022,0.02233,0.03432,-2.202200921,12.63030269,69.61,73.75,72.79,67.93,64.59,64.14,63.06,76.5,9.61,8.2,13.44,-2.563437652,28519.31168,-2.664891353,10.64489695,-1.784540245,1860.211629,32.3,31.1,22.3,18.1,17.5,16,40.8,14.8,13,24.8,-3.323450205,30.69359803,0.0406,0.0586,0.0534,0.0387,0.0303,0.0288,0.0231,0.0944,0.0298,0.0231,0.0713,-2.500908103,16.47722546,-2.575223067,16.46454084,-1.330447561,5.890972222,2.08,2.44,2.38,2.02,1.81,1.77,1.59,2.8,0.67,0.57,1.21,-2.153420511,11.69240296,65.54,64.81,59.49,56.27,55.83,54.51,68.69,9.71,8.54,14.18,-3.178606917,43.59649186,1.33,0.765,0.155,0.0361,0.0253,0,1.69,1.3047,0.7289,2180.65,50,64.73,67.25,71.55,74.32,73.39,66.96,67.33,63.1,62.57,61.95,61.1,61.28,60.99,62.19,63.39,61.66,60.13,58.07,57.39,55.67,52.88,49.92,48.77,43.51,41.58,39.98,37.81,35.51,32.12,23.64,2568.42,50,75.85,75.17,82.09,85.75,84.9,76.3,79.31,72.62,71.96,71.29,70.16,72.83,71.03,75.37,78.97,72.17,70.52,73.48,72.64,67.14,65.4,61.2,61.31,55.71,60.66,60.25,60.11,53.77,47.11,42.28,-3.004716654,25.35375867,0.363,0.465,0.425,0.34,0.291,0.278,0.233,1.72,0.187,0.134,1.487,-2.099338594,12.65338374,79.17,85.59,81.77,76.91,73.11,72.6,71.07,88.18,12.99,8.66,17.11,-2.064295406,13.28207111,80.61,86.8,83.08,78.72,75.56,74.73,73.38,89.25,12.07,7.52,15.87,-0.712752879,3.607088868,3.49,2.83,-0.05,-4.98,-7.33,-10.8,5.56,10.82,7.81,16.36
20,CT117,CamdenTown1,CamdenTown,549,13-22_7,2019-05-02 13:09,2019-05-02 13:24,,,3,4,5,1,-0.457106781,0.353553391,1,3,4,1,1,4,3,4,3,2,3,3,3,4,3,4,2,3,64,21,2,0,0,0,1,0,0,,5,1,,,,3,,4,2,1,1,0,0,0,,1,English,1,-1.988591192,19.91821426,0.0129,0.0341,0.0275,0.0103,0.00517,0.00388,0.00318,0.0375,0.03022,0.02233,0.03432,-2.202200921,12.63030269,69.61,73.75,72.79,67.93,64.59,64.14,63.06,76.5,9.61,8.2,13.44,-2.563437652,28519.31168,-2.664891353,10.64489695,-1.784540245,1860.211629,32.3,31.1,22.3,18.1,17.5,16,40.8,14.8,13,24.8,-3.323450205,30.69359803,0.0406,0.0586,0.0534,0.0387,0.0303,0.0288,0.0231,0.0944,0.0298,0.0231,0.0713,-2.500908103,16.47722546,-2.575223067,16.46454084,-1.330447561,5.890972222,2.08,2.44,2.38,2.02,1.81,1.77,1.59,2.8,0.67,0.57,1.21,-2.153420511,11.69240296,65.54,64.81,59.49,56.27,55.83,54.51,68.69,9.71,8.54,14.18,-3.178606917,43.59649186,1.33,0.765,0.155,0.0361,0.0253,0,1.69,1.3047,0.7289,2180.65,50,64.73,67.25,71.55,74.32,73.39,66.96,67.33,63.1,62.57,61.95,61.1,61.28,60.99,62.19,63.39,61.66,60.13,58.07,57.39,55.67,52.88,49.92,48.77,43.51,41.58,39.98,37.81,35.51,32.12,23.64,2568.42,50,75.85,75.17,82.09,85.75,84.9,76.3,79.31,72.62,71.96,71.29,70.16,72.83,71.03,75.37,78.97,72.17,70.52,73.48,72.64,67.14,65.4,61.2,61.31,55.71,60.66,60.25,60.11,53.77,47.11,42.28,-3.004716654,25.35375867,0.363,0.465,0.425,0.34,0.291,0.278,0.233,1.72,0.187,0.134,1.487,-2.099338594,12.65338374,79.17,85.59,81.77,76.91,73.11,72.6,71.07,88.18,12.99,8.66,17.11,-2.064295406,13.28207111,80.61,86.8,83.08,78.72,75.56,74.73,73.38,89.25,12.07,7.52,15.87,-0.712752879,3.607088868,3.49,2.83,-0.05,-4.98,-7.33,-10.8,5.56,10.82,7.81,16.36
